,Date,Value
1599,2013-05-20,122.5
1600,2013-05-21,122.02
1601,2013-05-22,125.67
1602,2013-05-23,131.5
1603,2013-05-24,126.7
1604,2013-05-25,134.04701
1605,2013-05-26,132.60997
1606,2013-05-27,133.5
1607,2013-05-28,129.97994
1608,2013-05-29,130.99589
1609,2013-05-30,132.3
1610,2013-05-31,129.19945
1611,2013-06-01,120.60293
1612,2013-06-02,129.3
1613,2013-06-03,120.56663
1614,2013-06-04,122.4051
1615,2013-06-05,121.42
1616,2013-06-06,110.29501
1617,2013-06-07,107.8
1618,2013-06-08,111.5
1619,2013-06-09,104.96851
1620,2013-06-10,108.0
1621,2013-06-11,106.1
1622,2013-06-12,109.0
1623,2013-06-13,100.0
1624,2013-06-14,103.9
1625,2013-06-15,100.0
1626,2013-06-16,100.52521
1627,2013-06-17,99.9
1628,2013-06-18,107.835
1629,2013-06-19,111.97
1630,2013-06-20,107.68
1631,2013-06-21,109.09
1632,2013-06-22,107.68389
1633,2013-06-23,108.35
1634,2013-06-24,103.86665
1635,2013-06-25,104.40565
1636,2013-06-26,103.89
1637,2013-06-27,96.63498
1638,2013-06-28,95.85301
1639,2013-06-29,94.65
1640,2013-06-30,90.998
1641,2013-07-01,89.55
1642,2013-07-02,87.0
1643,2013-07-03,79.8
1644,2013-07-04,67.85844
1645,2013-07-05,80.04
1646,2013-07-06,70.942
1647,2013-07-07,77.64
1648,2013-07-08,75.0
1649,2013-07-09,78.58899
1650,2013-07-10,87.15
1651,2013-07-11,87.9
1652,2013-07-12,95.995
1653,2013-07-13,94.75
1654,2013-07-14,98.0
1655,2013-07-15,97.01
1656,2013-07-16,97.97
1657,2013-07-17,97.05
1658,2013-07-18,93.41082
1659,2013-07-19,91.8775
1660,2013-07-20,92.0
1661,2013-07-21,91.788
1662,2013-07-22,95.396
1663,2013-07-23,91.99
1664,2013-07-24,96.2
1665,2013-07-25,96.39475
1666,2013-07-26,97.0
1667,2013-07-27,99.00001
1668,2013-07-28,101.04202
1669,2013-07-29,98.7
1670,2013-07-30,104.95555
1671,2013-07-31,104.19
1672,2013-08-01,106.2
1673,2013-08-02,103.80001
1674,2013-08-03,104.67459
1675,2013-08-04,104.95
1676,2013-08-05,106.88378
1677,2013-08-06,105.6
1678,2013-08-07,106.56
1679,2013-08-08,102.3
1680,2013-08-09,102.61802
1681,2013-08-10,102.8
1682,2013-08-11,104.99498
1683,2013-08-12,107.29884
1684,2013-08-13,106.64
1685,2013-08-14,98.28
1686,2013-08-15,98.51
1687,2013-08-16,98.08
1688,2013-08-17,99.02
1689,2013-08-18,102.07
1690,2013-08-19,99.3
1691,2013-08-20,109.75
1692,2013-08-21,111.01
1693,2013-08-22,110.43
1694,2013-08-23,108.79
1695,2013-08-24,112.9
1696,2013-08-25,109.04
1697,2013-08-26,117.52
1698,2013-08-27,119.25
1699,2013-08-28,117.72
1700,2013-08-29,124.79
1701,2013-08-30,132.75
1702,2013-08-31,124.84
1703,2013-09-01,131.03
1704,2013-09-02,130.45
1705,2013-09-03,130.09
1706,2013-09-04,124.51
1707,2013-09-05,122.44
1708,2013-09-06,122.63
1709,2013-09-07,118.51
1710,2013-09-08,121.66
1711,2013-09-09,118.18
1712,2013-09-10,124.1
1713,2013-09-11,128.45
1714,2013-09-12,126.54
1715,2013-09-13,124.32
1716,2013-09-14,125.46
1717,2013-09-15,124.05
1718,2013-09-16,127.56
1719,2013-09-17,127.23
1720,2013-09-18,139.15
1721,2013-09-19,123.98
1722,2013-09-20,123.5
1723,2013-09-21,123.04
1724,2013-09-22,123.02
1725,2013-09-23,122.59
1726,2013-09-24,122.65
1727,2013-09-25,123.85
1728,2013-09-26,125.6
1729,2013-09-27,124.65
1730,2013-09-28,128.1
1731,2013-09-29,125.8
1732,2013-09-30,127.01
1733,2013-10-01,104.47
1734,2013-10-02,116.95
1735,2013-10-03,103.85
1736,2013-10-04,121.51
1737,2013-10-05,121.6
1738,2013-10-06,121.2
1739,2013-10-07,123.84
1740,2013-10-08,126.08
1741,2013-10-09,124.12
1742,2013-10-10,126.84
1743,2013-10-11,127.53
1744,2013-10-12,127.41
1745,2013-10-13,135.69
1746,2013-10-14,139.24
1747,2013-10-15,135.17
1748,2013-10-16,143.33
1749,2013-10-17,150.59
1750,2013-10-18,143.94
1751,2013-10-19,165.71
1752,2013-10-20,177.07
1753,2013-10-21,186.12
1754,2013-10-22,199.95
1755,2013-10-23,195.78
1756,2013-10-24,203.7
1757,2013-10-25,179.71
1758,2013-10-26,189.06
1759,2013-10-27,179.56
1760,2013-10-28,202.09
1761,2013-10-29,203.39
1762,2013-10-30,216.0
1763,2013-10-31,203.24
1764,2013-11-01,204.15
1765,2013-11-02,203.0
1766,2013-11-03,225.1
1767,2013-11-04,246.63
1768,2013-11-05,229.95
1769,2013-11-06,292.32
1770,2013-11-07,325.56
1771,2013-11-08,291.02
1772,2013-11-09,296.91
1773,2013-11-10,339.38
1774,2013-11-11,328.0
1775,2013-11-12,391.64
1776,2013-11-13,416.5
1777,2013-11-14,393.0
1778,2013-11-15,433.53
1779,2013-11-16,463.0
1780,2013-11-17,437.24
1781,2013-11-18,559.99
1782,2013-11-19,595.0
1783,2013-11-20,547.0
1784,2013-11-21,761.0
1785,2013-11-22,837.99
1786,2013-11-23,795.0
1787,2013-11-24,814.0
1788,2013-11-25,844.9
1789,2013-11-26,814.56
1790,2013-11-27,1009.0
1791,2013-11-28,1083.9
1792,2013-11-29,1014.1
1793,2013-11-30,970.0
1794,2013-12-01,992.27
1795,2013-12-02,955.01
1796,2013-12-03,1151.0
1797,2013-12-04,1028.34
1798,2013-12-05,1136.9
1799,2013-12-06,727.29
1800,2013-12-07,722.99
1801,2013-12-08,705.91
1802,2013-12-09,936.98
1803,2013-12-10,886.2
1804,2013-12-11,978.76
1805,2013-12-12,874.0
1806,2013-12-13,864.7
1807,2013-12-14,885.0
1808,2013-12-15,709.0
1809,2013-12-16,702.05
1810,2013-12-17,690.0
1811,2013-12-18,653.0
1812,2013-12-19,660.0
1813,2013-12-20,685.3
1814,2013-12-21,637.0
1815,2013-12-22,639.9
1816,2013-12-23,614.11
1817,2013-12-24,658.07
1818,2013-12-25,734.42
1819,2013-12-26,679.02
1820,2013-12-27,701.61
1821,2013-12-28,714.79
1822,2013-12-29,715.0
1823,2013-12-30,731.0
1824,2013-12-31,746.9
1825,2014-01-01,732.0
1826,2014-01-02,806.21
1827,2014-01-03,822.38
1828,2014-01-04,807.39
1829,2014-01-05,934.21
1830,2014-01-06,867.38
1831,2014-01-07,915.69
1832,2014-01-08,809.17
1833,2014-01-09,827.46
1834,2014-01-10,826.28
1835,2014-01-11,851.0
1836,2014-01-12,807.83
1837,2014-01-13,844.04
1838,2014-01-14,847.7
1839,2014-01-15,830.9
1840,2014-01-16,841.83
1841,2014-01-17,801.53
1842,2014-01-18,833.0
1843,2014-01-19,811.2
1844,2014-01-20,822.56
1845,2014-01-21,813.05
1846,2014-01-22,824.78
1847,2014-01-23,789.1
1848,2014-01-24,806.0
1849,2014-01-25,780.02
1850,2014-01-26,777.0
1851,2014-01-27,800.2
1852,2014-01-28,747.57
1853,2014-01-29,799.37
1854,2014-01-30,802.5
1855,2014-01-31,800.0
1856,2014-02-01,819.57
1857,2014-02-02,813.8
1858,2014-02-03,814.34
1859,2014-02-04,800.0
1860,2014-02-05,778.0
1861,2014-02-06,781.0
1862,2014-02-07,707.0
1863,2014-02-08,710.0
1864,2014-02-09,680.8
1865,2014-02-10,670.0
1866,2014-02-11,667.01
1867,2014-02-12,675.1
1868,2014-02-13,672.1
1869,2014-02-14,651.42
1870,2014-02-15,670.29
1871,2014-02-16,642.0
1872,2014-02-17,626.77
1873,2014-02-18,629.96
1874,2014-02-19,582.7
1875,2014-02-20,566.16
1876,2014-02-21,563.0
1877,2014-02-22,626.77
1878,2014-02-23,545.0
1879,2014-02-24,611.05
1880,2014-02-25,585.38
1881,2014-02-26,585.17
1882,2014-02-27,585.21
1883,2014-02-28,571.5
1884,2014-03-01,559.88
1885,2014-03-02,567.48
1886,2014-03-03,677.61
1887,2014-03-04,664.85
1888,2014-03-05,673.28
1889,2014-03-06,621.3
1890,2014-03-07,609.0
1891,2014-03-08,631.99
1892,2014-03-09,621.99
1893,2014-03-10,622.9
1894,2014-03-11,629.33
1895,2014-03-12,642.61
1896,2014-03-13,636.47
1897,2014-03-14,641.01
1898,2014-03-15,634.94
1899,2014-03-16,624.7
1900,2014-03-17,634.99
1901,2014-03-18,608.41
1902,2014-03-19,590.0
1903,2014-03-20,611.2
1904,2014-03-21,557.0
1905,2014-03-22,567.13
1906,2014-03-23,563.01
1907,2014-03-24,580.02
1908,2014-03-25,585.7
1909,2014-03-26,585.79
1910,2014-03-27,503.0
1911,2014-03-28,499.94
1912,2014-03-29,499.6
1913,2014-03-30,457.0
1914,2014-03-31,479.51
1915,2014-04-01,457.49
1916,2014-04-02,446.31
1917,2014-04-03,446.01
1918,2014-04-04,448.72
1919,2014-04-05,459.67
1920,2014-04-06,447.74
1921,2014-04-07,458.0
1922,2014-04-08,443.1
1923,2014-04-09,401.0
1924,2014-04-10,441.93
1925,2014-04-11,424.98
1926,2014-04-12,405.0
1927,2014-04-13,423.37
1928,2014-04-14,489.91
1929,2014-04-15,511.5
1930,2014-04-16,523.0
1931,2014-04-17,479.98
1932,2014-04-18,499.9
1933,2014-04-19,482.11
1934,2014-04-20,496.5
1935,2014-04-21,493.33
1936,2014-04-22,498.38
1937,2014-04-23,491.6
1938,2014-04-24,459.15
1939,2014-04-25,502.15
1940,2014-04-26,440.1
1941,2014-04-27,447.0
1942,2014-04-28,438.8
1943,2014-04-29,449.0
1944,2014-04-30,460.01
1945,2014-05-01,452.03
1946,2014-05-02,434.5
1947,2014-05-03,436.21
1948,2014-05-04,440.0
1949,2014-05-05,430.33
1950,2014-05-06,446.65
1951,2014-05-07,428.01
1952,2014-05-08,452.02
1953,2014-05-09,452.42
1954,2014-05-10,449.0
1955,2014-05-11,441.5
1956,2014-05-12,438.95
1957,2014-05-13,442.45
1958,2014-05-14,448.99
1959,2014-05-15,449.51
1960,2014-05-16,446.53
1961,2014-05-17,447.14
1962,2014-05-18,446.42
1963,2014-05-19,446.89
1964,2014-05-20,494.87
1965,2014-05-21,523.84
1966,2014-05-22,493.97
1967,2014-05-23,521.52
1968,2014-05-24,575.0
1969,2014-05-25,527.91
1970,2014-05-26,581.87
1971,2014-05-27,574.33
1972,2014-05-28,572.7
1973,2014-05-29,609.03
1974,2014-05-30,620.45
1975,2014-05-31,621.3
1976,2014-06-01,631.49
1977,2014-06-02,673.9
1978,2014-06-03,662.0
1979,2014-06-04,658.72
1980,2014-06-05,655.75
1981,2014-06-06,661.48
1982,2014-06-07,652.0
1983,2014-06-08,650.93
1984,2014-06-09,657.11
1985,2014-06-10,639.99
1986,2014-06-11,617.0
1987,2014-06-12,624.97
1988,2014-06-13,557.92
1989,2014-06-14,560.49
1990,2014-06-15,572.28
1991,2014-06-16,597.65
1992,2014-06-17,604.6
1993,2014-06-18,608.0
1994,2014-06-19,593.33
1995,2014-06-20,590.99
1996,2014-06-21,593.48
1997,2014-06-22,591.5
1998,2014-06-23,585.54
1999,2014-06-24,588.25
2000,2014-06-25,569.0
2001,2014-06-26,588.97
2002,2014-06-27,577.34
2003,2014-06-28,596.0
2004,2014-06-29,620.0
2005,2014-06-30,599.99
2006,2014-07-01,654.0
2007,2014-07-02,644.04
2008,2014-07-03,650.49
2009,2014-07-04,632.78
2010,2014-07-05,634.49
2011,2014-07-06,631.0
2012,2014-07-07,623.7
2013,2014-07-08,624.84
2014,2014-07-09,624.97
2015,2014-07-10,630.31
2016,2014-07-11,631.98
2017,2014-07-12,634.0
2018,2014-07-13,622.8
2019,2014-07-14,623.17
2020,2014-07-15,621.21
2021,2014-07-16,626.0
2022,2014-07-17,629.86
2023,2014-07-18,625.8
2024,2014-07-19,623.77
2025,2014-07-20,619.14
2026,2014-07-21,627.0
2027,2014-07-22,622.01
2028,2014-07-23,601.18
2029,2014-07-24,620.43
2030,2014-07-25,595.88
2031,2014-07-26,592.51
2032,2014-07-27,595.9
2033,2014-07-28,581.5
2034,2014-07-29,573.48
2035,2014-07-30,585.5
2036,2014-07-31,601.94
2037,2014-08-01,591.59
2038,2014-08-02,595.76
2039,2014-08-03,593.94
2040,2014-08-04,580.21
2041,2014-08-05,588.5
2042,2014-08-06,587.24
2043,2014-08-07,589.3
2044,2014-08-08,585.02
2045,2014-08-09,588.99
2046,2014-08-10,578.97
2047,2014-08-11,590.74
2048,2014-08-12,550.14
2049,2014-08-13,521.66
2050,2014-08-14,549.98
2051,2014-08-15,509.0
2052,2014-08-16,491.88
2053,2014-08-17,523.88
2054,2014-08-18,487.5
2055,2014-08-19,507.3
2056,2014-08-20,490.0
2057,2014-08-21,518.25
2058,2014-08-22,503.88
2059,2014-08-23,515.69
2060,2014-08-24,503.79
2061,2014-08-25,512.79
2062,2014-08-26,501.55
2063,2014-08-27,509.39
2064,2014-08-28,511.99
2065,2014-08-29,506.61
2066,2014-08-30,477.98
2067,2014-08-31,482.59
2068,2014-09-01,478.87
2069,2014-09-02,472.76
2070,2014-09-03,486.0
2071,2014-09-04,474.5
2072,2014-09-05,481.09
2073,2014-09-06,480.62
2074,2014-09-07,479.59
2075,2014-09-08,466.48
2076,2014-09-09,485.03
2077,2014-09-10,473.35
2078,2014-09-11,470.43
2079,2014-09-12,479.86
2080,2014-09-13,474.62
2081,2014-09-14,475.3
2082,2014-09-15,468.0
2083,2014-09-16,470.83
2084,2014-09-17,428.19
2085,2014-09-18,398.89
2086,2014-09-19,425.56
2087,2014-09-20,406.3
2088,2014-09-21,400.98
2089,2014-09-22,401.15
2090,2014-09-23,431.91
2091,2014-09-24,408.08
2092,2014-09-25,423.68
2093,2014-09-26,400.74
2094,2014-09-27,380.0
2095,2014-09-28,400.39
2096,2014-09-29,382.67
2097,2014-09-30,385.27
2098,2014-10-01,390.18
2099,2014-10-02,363.75
2100,2014-10-03,336.0
2101,2014-10-04,358.9
2102,2014-10-05,331.2
2103,2014-10-06,330.7
2104,2014-10-07,327.61
2105,2014-10-08,378.94
2106,2014-10-09,358.97
2107,2014-10-10,363.61
2108,2014-10-11,364.83
2109,2014-10-12,381.46
2110,2014-10-13,380.8
2111,2014-10-14,394.0
2112,2014-10-15,378.02
2113,2014-10-16,394.84
2114,2014-10-17,389.68
2115,2014-10-18,388.99
2116,2014-10-19,391.0
2117,2014-10-20,387.0
2118,2014-10-21,385.1
2119,2014-10-22,385.89
2120,2014-10-23,358.46
2121,2014-10-24,348.89
2122,2014-10-25,358.49
2123,2014-10-26,356.5
2124,2014-10-27,354.94
2125,2014-10-28,350.9
2126,2014-10-29,337.0
2127,2014-10-30,340.95
2128,2014-10-31,345.3
2129,2014-11-01,326.41
2130,2014-11-02,325.81
2131,2014-11-03,324.36
2132,2014-11-04,341.99
2133,2014-11-05,347.96
2134,2014-11-06,338.63
2135,2014-11-07,345.84
2136,2014-11-08,356.34
2137,2014-11-09,346.94
2138,2014-11-10,365.04
2139,2014-11-11,430.07
2140,2014-11-12,369.41
2141,2014-11-13,396.56
2142,2014-11-14,373.14
2143,2014-11-15,399.11
2144,2014-11-16,378.48
2145,2014-11-17,379.91
2146,2014-11-18,388.87
2147,2014-11-19,361.7
2148,2014-11-20,356.9
2149,2014-11-21,356.47
2150,2014-11-22,362.99
2151,2014-11-23,384.0
2152,2014-11-24,367.12
2153,2014-11-25,371.44
2154,2014-11-26,372.62
2155,2014-11-27,366.86
2156,2014-11-28,377.22
2157,2014-11-29,375.96
2158,2014-11-30,375.59
2159,2014-12-01,381.93
2160,2014-12-02,378.25
2161,2014-12-03,379.62
2162,2014-12-04,373.98
2163,2014-12-05,374.05
2164,2014-12-06,376.0
2165,2014-12-07,367.01
2166,2014-12-08,350.29
2167,2014-12-09,362.99
2168,2014-12-10,356.1
2169,2014-12-11,355.08
2170,2014-12-12,348.97
2171,2014-12-13,353.28
2172,2014-12-14,352.15
2173,2014-12-15,357.8
2174,2014-12-16,318.2
2175,2014-12-17,317.7
2176,2014-12-18,321.34
2177,2014-12-19,325.7
2178,2014-12-20,326.93
2179,2014-12-21,331.52
2180,2014-12-22,336.96
2181,2014-12-23,327.59
2182,2014-12-24,336.95
2183,2014-12-25,328.09
2184,2014-12-26,314.45
2185,2014-12-27,329.94
2186,2014-12-28,314.49
2187,2014-12-29,313.09
2188,2014-12-30,313.4
2189,2014-12-31,315.7
2190,2015-01-01,316.15
2191,2015-01-02,314.81
2192,2015-01-03,270.93
2193,2015-01-04,276.8
2194,2015-01-05,263.17
2195,2015-01-06,276.8
2196,2015-01-07,276.8
2197,2015-01-08,297.99
2198,2015-01-09,278.0
2199,2015-01-10,272.25
2200,2015-01-11,275.97
2201,2015-01-12,230.89
2202,2015-01-13,176.5
2203,2015-01-14,222.0
2204,2015-01-15,205.35
2205,2015-01-16,197.12
2206,2015-01-17,208.13
2207,2015-01-18,212.39
2208,2015-01-19,212.99
2209,2015-01-20,216.01
2210,2015-01-21,233.9
2211,2015-01-22,233.03
2212,2015-01-23,233.51
2213,2015-01-24,247.11
2214,2015-01-25,271.47
2215,2015-01-26,254.32
2216,2015-01-27,249.25
2217,2015-01-28,233.19
2218,2015-01-29,236.2
2219,2015-01-30,229.7
2220,2015-01-31,220.72
2221,2015-02-01,219.25
2222,2015-02-02,236.51
2223,2015-02-03,222.56
2224,2015-02-04,227.53
2225,2015-02-05,220.47
2226,2015-02-06,225.16
2227,2015-02-07,222.36
2228,2015-02-08,220.39
2229,2015-02-09,220.16
2230,2015-02-10,219.93
2231,2015-02-11,221.83
2232,2015-02-12,239.94
2233,2015-02-13,222.33
2234,2015-02-14,243.99
2235,2015-02-15,235.86
2236,2015-02-16,234.18
2237,2015-02-17,234.87
2238,2015-02-18,241.59
2239,2015-02-19,237.44
2240,2015-02-20,245.66
2241,2015-02-21,236.0
2242,2015-02-22,245.41
2243,2015-02-23,240.1
2244,2015-02-24,238.59
2245,2015-02-25,239.94
2246,2015-02-26,254.0
2247,2015-02-27,252.98
2248,2015-02-28,252.11
2249,2015-03-01,263.81
2250,2015-03-02,275.8
2251,2015-03-03,275.87
2252,2015-03-04,265.63
2253,2015-03-05,272.12
2254,2015-03-06,273.11
2255,2015-03-07,273.87
2256,2015-03-08,287.48
2257,2015-03-09,275.0
2258,2015-03-10,293.29
2259,2015-03-11,297.39
2260,2015-03-12,296.56
2261,2015-03-13,284.21
2262,2015-03-14,283.57
2263,2015-03-15,282.2
2264,2015-03-16,287.02
2265,2015-03-17,265.85
2266,2015-03-18,284.48
2267,2015-03-19,259.8
2268,2015-03-20,257.83
2269,2015-03-21,262.1
2270,2015-03-22,266.07
2271,2015-03-23,247.83
2272,2015-03-24,265.99
2273,2015-03-25,251.98
2274,2015-03-26,248.63
2275,2015-03-27,249.23
2276,2015-03-28,244.05
2277,2015-03-29,245.18
2278,2015-03-30,242.34
2279,2015-03-31,242.7
2280,2015-04-01,252.44
2281,2015-04-02,246.49
2282,2015-04-03,253.77
2283,2015-04-04,257.03
2284,2015-04-05,253.67
2285,2015-04-06,255.48
2286,2015-04-07,245.89
2287,2015-04-08,253.9
2288,2015-04-09,235.71
2289,2015-04-10,236.7
2290,2015-04-11,236.0
2291,2015-04-12,225.99
2292,2015-04-13,216.0
2293,2015-04-14,223.01
2294,2015-04-15,229.62
2295,2015-04-16,222.67
2296,2015-04-17,227.5
2297,2015-04-18,225.72
2298,2015-04-19,224.63
2299,2015-04-20,222.61
2300,2015-04-21,237.34
2301,2015-04-22,235.48
2302,2015-04-23,233.59
2303,2015-04-24,228.6
2304,2015-04-25,218.42
2305,2015-04-26,226.29
2306,2015-04-27,222.66
2307,2015-04-28,225.69
2308,2015-04-29,225.2
2309,2015-04-30,233.43
2310,2015-05-01,234.13
2311,2015-05-02,230.97
2312,2015-05-03,236.17
2313,2015-05-04,234.66
2314,2015-05-05,238.25
2315,2015-05-06,233.99
2316,2015-05-07,244.72
2317,2015-05-08,237.16
2318,2015-05-09,239.35
2319,2015-05-10,244.19
2320,2015-05-11,239.11
2321,2015-05-12,242.72
2322,2015-05-13,238.32
2323,2015-05-14,235.97
2324,2015-05-15,236.63
2325,2015-05-16,235.78
2326,2015-05-17,236.63
2327,2015-05-18,232.04
2328,2015-05-19,234.6
2329,2015-05-20,231.4
2330,2015-05-21,240.5
2331,2015-05-22,238.77
2332,2015-05-23,238.8
2333,2015-05-24,235.65
2334,2015-05-25,235.94
2335,2015-05-26,235.59
2336,2015-05-27,236.48
2337,2015-05-28,235.87
2338,2015-05-29,236.44
2339,2015-05-30,231.95
2340,2015-05-31,222.4
2341,2015-06-01,228.34
2342,2015-06-02,226.29
2343,2015-06-03,225.54
2344,2015-06-04,225.4
2345,2015-06-05,224.49
2346,2015-06-06,222.6
2347,2015-06-07,224.99
2348,2015-06-08,230.1
2349,2015-06-09,228.01
2350,2015-06-10,228.88
2351,2015-06-11,229.98
2352,2015-06-12,230.22
2353,2015-06-13,229.6
2354,2015-06-14,236.46
2355,2015-06-15,245.35
2356,2015-06-16,236.0
2357,2015-06-17,248.25
2358,2015-06-18,246.45
2359,2015-06-19,248.26
2360,2015-06-20,242.47
2361,2015-06-21,246.35
2362,2015-06-22,243.55
2363,2015-06-23,240.64
2364,2015-06-24,241.92
2365,2015-06-25,240.2
2366,2015-06-26,248.5
2367,2015-06-27,248.76
2368,2015-06-28,251.21
2369,2015-06-29,262.53
2370,2015-06-30,257.85
2371,2015-07-01,262.43
2372,2015-07-02,255.1
2373,2015-07-03,257.92
2374,2015-07-04,256.12
2375,2015-07-05,273.37
2376,2015-07-06,267.26
2377,2015-07-07,268.53
2378,2015-07-08,270.68
2379,2015-07-09,286.98
2380,2015-07-10,269.0
2381,2015-07-11,309.3
2382,2015-07-12,289.9
2383,2015-07-13,310.55
2384,2015-07-14,290.95
2385,2015-07-15,275.76
2386,2015-07-16,285.66
2387,2015-07-17,278.08
2388,2015-07-18,276.09
2389,2015-07-19,276.74
2390,2015-07-20,278.97
2391,2015-07-21,277.54
2392,2015-07-22,276.76
2393,2015-07-23,287.3
2394,2015-07-24,287.12
2395,2015-07-25,289.0
2396,2015-07-26,290.79
2397,2015-07-27,295.24
2398,2015-07-28,293.93
2399,2015-07-29,287.56
2400,2015-07-30,284.78
2401,2015-07-31,288.45
2402,2015-08-01,280.69
2403,2015-08-02,284.39
2404,2015-08-03,282.26
2405,2015-08-04,282.69
2406,2015-08-05,277.1
2407,2015-08-06,281.0
2408,2015-08-07,269.89
2409,2015-08-08,265.42
2410,2015-08-09,262.22
2411,2015-08-10,265.85
2412,2015-08-11,267.89
2413,2015-08-12,270.98
2414,2015-08-13,266.99
2415,2015-08-14,265.41
2416,2015-08-15,265.93
2417,2015-08-16,257.47
2418,2015-08-17,257.45
2419,2015-08-18,256.66
2420,2015-08-19,233.29
2421,2015-08-20,233.23
2422,2015-08-21,235.31
2423,2015-08-22,226.04
2424,2015-08-23,228.68
2425,2015-08-24,228.14
2426,2015-08-25,222.02
2427,2015-08-26,228.84
2428,2015-08-27,225.04
2429,2015-08-28,234.17
2430,2015-08-29,228.22
2431,2015-08-30,229.63
2432,2015-08-31,230.94
2433,2015-09-01,228.32
2434,2015-09-02,227.97
2435,2015-09-03,227.42
2436,2015-09-04,230.8
2437,2015-09-05,230.73
2438,2015-09-06,240.2
2439,2015-09-07,241.31
2440,2015-09-08,240.47
2441,2015-09-09,240.08
2442,2015-09-10,239.68
2443,2015-09-11,238.81
2444,2015-09-12,235.13
2445,2015-09-13,229.86
2446,2015-09-14,230.0
2447,2015-09-15,230.0
2448,2015-09-16,227.86
2449,2015-09-17,228.33
2450,2015-09-18,232.99
2451,2015-09-19,230.71
2452,2015-09-20,230.25
2453,2015-09-21,226.56
2454,2015-09-22,229.43
2455,2015-09-23,230.42
2456,2015-09-24,233.9
2457,2015-09-25,235.79
2458,2015-09-26,235.22
2459,2015-09-27,238.94
2460,2015-09-28,237.68
2461,2015-09-29,239.14
2462,2015-09-30,238.98
2463,2015-10-01,237.78
2464,2015-10-02,238.03
2465,2015-10-03,239.47
2466,2015-10-04,239.22
2467,2015-10-05,238.4
2468,2015-10-06,245.25
2469,2015-10-07,243.91
2470,2015-10-08,243.01
2471,2015-10-09,245.79
2472,2015-10-10,248.08
2473,2015-10-11,245.72
2474,2015-10-12,249.58
2475,2015-10-13,254.6
2476,2015-10-14,249.98
2477,2015-10-15,262.31
2478,2015-10-16,269.07
2479,2015-10-17,262.26
2480,2015-10-18,262.44
2481,2015-10-19,264.16
2482,2015-10-20,263.59
2483,2015-10-21,269.1
2484,2015-10-22,273.95
2485,2015-10-23,274.35
2486,2015-10-24,279.9
2487,2015-10-25,295.01
2488,2015-10-26,282.8
2489,2015-10-27,294.73
2490,2015-10-28,298.95
2491,2015-10-29,304.79
2492,2015-10-30,329.2
2493,2015-10-31,310.92
2494,2015-11-01,310.18
2495,2015-11-02,340.69
2496,2015-11-03,409.0
2497,2015-11-04,404.5
2498,2015-11-05,400.0
2499,2015-11-06,388.38
2500,2015-11-07,373.69
2501,2015-11-08,381.51
2502,2015-11-09,378.8
2503,2015-11-10,380.62
2504,2015-11-11,309.9
2505,2015-11-12,331.6
2506,2015-11-13,340.81
2507,2015-11-14,331.9
2508,2015-11-15,322.33
2509,2015-11-16,318.97
2510,2015-11-17,335.95
2511,2015-11-18,334.46
2512,2015-11-19,333.66
2513,2015-11-20,320.62
2514,2015-11-21,325.56
2515,2015-11-22,326.31
2516,2015-11-23,324.49
2517,2015-11-24,321.1
2518,2015-11-25,319.64
2519,2015-11-26,348.0
2520,2015-11-27,359.54
2521,2015-11-28,358.0
2522,2015-11-29,363.98
2523,2015-11-30,372.53
2524,2015-12-01,377.27
2525,2015-12-02,360.98
2526,2015-12-03,362.49
2527,2015-12-04,361.47
2528,2015-12-05,390.04
2529,2015-12-06,390.04
2530,2015-12-07,387.3
2531,2015-12-08,394.99
2532,2015-12-09,414.01
2533,2015-12-10,416.49
2534,2015-12-11,444.29
2535,2015-12-12,426.06
2536,2015-12-13,436.2
2537,2015-12-14,445.6
2538,2015-12-15,459.48
2539,2015-12-16,463.98
2540,2015-12-17,453.39
2541,2015-12-18,458.95
2542,2015-12-19,463.0
2543,2015-12-20,434.98
2544,2015-12-21,438.7
2545,2015-12-22,438.35
2546,2015-12-23,441.4
2547,2015-12-24,453.95
2548,2015-12-25,456.0
2549,2015-12-26,417.99
2550,2015-12-27,418.46
2551,2015-12-28,422.42
2552,2015-12-29,431.13
2553,2015-12-30,428.0
2554,2015-12-31,428.23
2555,2016-01-01,432.33
2556,2016-01-02,433.94
2557,2016-01-03,432.76
2558,2016-01-04,433.0
2559,2016-01-05,431.9
2560,2016-01-06,432.43
2561,2016-01-07,453.71
2562,2016-01-08,447.04
2563,2016-01-09,452.64
2564,2016-01-10,446.24
2565,2016-01-11,447.11
2566,2016-01-12,447.98
2567,2016-01-13,429.57
2568,2016-01-14,431.9
2569,2016-01-15,429.55
2570,2016-01-16,370.4
2571,2016-01-17,385.45
2572,2016-01-18,380.16
2573,2016-01-19,378.66
2574,2016-01-20,408.33
2575,2016-01-21,420.35
2576,2016-01-22,385.7
2577,2016-01-23,388.5
2578,2016-01-24,385.09
2579,2016-01-25,387.09
2580,2016-01-26,394.12
2581,2016-01-27,391.66
2582,2016-01-28,382.44
2583,2016-01-29,377.26
2584,2016-01-30,378.18
2585,2016-01-31,376.86
2586,2016-02-01,372.0
2587,2016-02-02,371.99
2588,2016-02-03,368.38
2589,2016-02-04,385.06
2590,2016-02-05,388.0
2591,2016-02-06,373.04
2592,2016-02-07,373.74
2593,2016-02-08,375.0
2594,2016-02-09,372.61
